target_id,score,druggable,de_la_especie
248507,1.09375,0,False
112174,1.09375,0,False
37985,1.09375,0,False
170568,1.09375,0,False
185020,1.09375,0,False
200177,1.09375,0,False
324328,1.0898543631421467,0,False
138825,1.0898543631421467,0,False
306270,1.0723977182126607,0,False
239866,1.0723393873065126,0,False
225755,1.0723393873065126,0,False
165110,1.0707705770070988,0,False
316345,1.068257809577254,0,False
297645,1.068257809577254,0,False
205694,1.068257809577254,0,False
318073,1.068257809577254,0,False
273460,1.068257809577254,0,False
31908,1.068257809577254,0,False
173703,1.068257809577254,0,False
320502,1.068257809577254,0,False
215283,1.068257809577254,0,False
288044,1.068257809577254,0,False
214602,1.0655520453698841,0,False
346822,1.0655520453698841,0,False
60711,1.0655520453698841,0,False
89122,1.0648148148148147,0,False
62368,1.0648148148148147,0,False
100072,1.0625,0,False
238400,1.0625,0,False
298368,1.0612118201910208,0,False
317712,1.0605618018812462,0,False
196322,1.0552046650671245,0,False
224326,1.0516316379431132,0,False
27347,1.0516316379431132,0,False
32266,1.05,0,False
341945,1.05,0,False
131405,1.05,0,False
206784,1.05,0,False
303950,1.05,0,False
203060,1.05,0,False
225719,1.05,0,False
143715,1.048265042451089,0,False
168041,1.048265042451089,0,False
343541,1.048265042451089,0,False
194127,1.0455717118307999,0,False
277704,1.0430012594979097,0,False
215391,1.0367471433944717,0,False
51690,1.0353457280921576,0,False
276321,1.032142857142857,0,False
321568,1.032142857142857,0,False
206243,1.032142857142857,0,False
67467,1.0289212267260044,0,False
391508,1.024084985158138,0,False
193129,1.024084985158138,0,False
235401,1.0217849262288992,0,False
38035,1.020765524875254,0,False
136331,1.020765524875254,0,False
377041,1.0206734897023944,0,False
334313,1.0206734897023944,0,False
78517,1.0167133743048153,0,False
254274,1.0147062226995234,0,False
389085,1.0138888888888888,0,False
212261,1.0122222222222221,0,False
183134,1.0122222222222221,0,False
87517,1.0100276837808944,0,False
135941,1.0076517489711934,0,False
50007,1.0076517489711934,0,False
152408,1.0076517489711934,0,False
255411,1.0076517489711934,0,False
124537,1.0076517489711934,0,False
261416,1.0076517489711934,0,False
